"","Y","M","D","Tmax"
"12437",1954,1,18,1.97999995574355
"12438",1954,1,19,1.00999997742474
"12439",1954,1,20,4.39999990165234
"12440",1954,1,21,3.40999992378056
"12441",1954,1,22,-0.179999995976686
"12442",1954,1,23,-5.94999986700714
"12443",1954,1,24,-9.71999978274107
"12444",1954,1,25,-10.6899997610599
"12445",1954,1,26,-15.3399996571243
"12446",1954,1,27,-14.6399996727705
"12447",1954,1,28,-4.71999989449978
"12448",1954,1,29,-5.18999988399446
"12449",1954,1,30,-12.5899997185916
"12450",1954,1,31,-17.7699996028095
"12451",1954,2,1,-14.9099996667355
"12452",1954,2,2,-11.0299997534603
"12453",1954,2,3,-5.77999987080693
"12454",1954,2,4,-7.62999982945621
"12455",1954,2,5,-5.42999987863004
"12456",1954,2,6,-4.68999989517033
"12457",1954,2,7,-7.81999982520938
"12458",1954,2,8,-8.2699998151511
"12459",1954,2,9,-6.98999984376132
"12460",1954,2,10,-7.20999983884394
"12461",1954,2,11,-4.44999990053475
"12462",1954,2,12,-3.43999992311001
"12463",1954,2,13,0.279999993741512
"12464",1954,2,14,2.05999995395541
"12465",1954,2,15,1.4899999666959
"12466",1954,2,16,-4.32999990321696
"12467",1954,2,17,-8.74999980442226
"12468",1954,2,18,-8.06999981962144
"12469",1954,2,19,-11.3599997460842
"12470",1954,2,20,-9.0699997972697
"12471",1954,2,21,-9.23999979346991
"12472",1954,2,22,-9.08999979682267
"12473",1954,2,23,-6.83999984711409
"12474",1954,2,24,-7.35999983549118
"12475",1954,2,25,-4.20999990589917
"12476",1954,2,26,1.78999995999038
"12477",1954,2,27,3.62999991886318
"12478",1954,2,28,3.37999992445111
"12479",1954,3,1,4.46999990008771
"12480",1954,3,2,4.8799998909235
"12481",1954,3,3,5.93999986723065
"12482",1954,3,4,8.05999981984496
"12483",1954,3,5,12.2099997270852
"12484",1954,3,6,7.8099998254329
"12485",1954,3,7,6.95999984443188
"12486",1954,3,8,3.79999991506338
"12487",1954,3,9,2.58999994210899
"12488",1954,3,10,1.3799999691546
"12489",1954,3,11,0.589999986812472
"12490",1954,3,12,0.26999999396503
"12491",1954,3,13,0.479999989271164
"12492",1954,3,14,4.00999991036952
"12493",1954,3,15,1.44999996758997
"12494",1954,3,16,0.429999990388751
"12495",1954,3,17,0.839999981224537
"12496",1954,3,18,8.31999981403351
"12497",1954,3,19,2.42999994568527
"12498",1954,3,20,5.97999986633658
"12499",1954,3,21,9.18999979458749
"12500",1954,3,22,12.4199997223914
"12501",1954,3,23,13.8599996902049
"12502",1954,3,24,13.0999997071922
"12503",1954,3,25,11.1399997510016
"12504",1954,3,26,7.07999984174967
"12505",1954,3,27,6.69999985024333
"12506",1954,3,28,5.1099998857826
"12507",1954,3,29,4.50999989919364
"12508",1954,3,30,4.39999990165234
"12509",1954,3,31,11.9799997322261
"12510",1954,4,1,9.63999978452921
"12511",1954,4,2,8.54999980889261
"12512",1954,4,3,7.95999982208014
"12513",1954,4,4,12.8599997125566
"12514",1954,4,5,10.7999997586012
"12515",1954,4,6,12.9399997107685
"12516",1954,4,7,7.91999982297421
"12517",1954,4,8,10.1699997726828
"12518",1954,4,9,5.03999988734722
"12519",1954,4,10,6.90999984554946
"12520",1954,4,11,5.17999988421798
"12521",1954,4,12,5.86999986879528
"12522",1954,4,13,8.42999981157482
"12523",1954,4,14,7.77999982610345
"12524",1954,4,15,7.24999983794987
"12525",1954,4,16,5.59999987483025
"12526",1954,4,17,6.21999986097217
"12527",1954,4,18,7.88999982364476
"12528",1954,4,19,9.94999977760017
"12529",1954,4,20,17.9799995981157
"12530",1954,4,21,16.1399996392429
"12531",1954,4,22,11.9199997335672
"12532",1954,4,23,8.90999980084598
"12533",1954,4,24,9.5299997869879
"12534",1954,4,25,8.6099998075515
"12535",1954,4,26,5.99999986588955
"12536",1954,4,27,8.18999981693923
"12537",1954,4,28,11.7399997375906
"12538",1954,4,29,15.5299996528774
"12539",1954,4,30,18.3099995907396
"12540",1954,5,1,17.6299996059388
"12541",1954,5,2,16.6499996278435
"12542",1954,5,3,21.1699995268136
"12543",1954,5,4,24.9799994416535
"12544",1954,5,5,20.7699995357543
"12545",1954,5,6,28.8399993553758
"12546",1954,5,7,28.8299993555993
"12547",1954,5,8,27.6999993808568
"12548",1954,5,9,24.9599994421005
"12549",1954,5,10,26.5799994058907
"12550",1954,5,11,21.1199995279312
"12551",1954,5,12,18.3299995902926
"12552",1954,5,13,11.6599997393787
"12553",1954,5,14,10.8599997572601
"12554",1954,5,15,14.7299996707588
"12555",1954,5,16,18.3399995900691
"12556",1954,5,17,22.9999994859099
"12557",1954,5,18,16.8799996227026
"12558",1954,5,19,16.4099996332079
"12559",1954,5,20,12.1099997293204
"12560",1954,5,21,11.9099997337908
"12561",1954,5,22,11.2899997476488
"12562",1954,5,23,12.8299997132272
"12563",1954,5,24,21.6999995149672
"12564",1954,5,25,22.0799995064735
"12565",1954,5,26,21.2799995243549
"12566",1954,5,27,23.4199994765222
"12567",1954,5,28,22.979999486357
"12568",1954,5,29,21.819999512285
"12569",1954,5,30,23.2899994794279
"12570",1954,5,31,22.0999995060265
"12571",1954,6,1,17.9099995996803
"12572",1954,6,2,18.959999576211
"12573",1954,6,3,21.0899995286018
"12574",1954,6,4,19.6499995607883
"12575",1954,6,5,21.3499995227903
"12576",1954,6,6,23.53999947384
"12577",1954,6,7,23.5799994729459
"12578",1954,6,8,22.08999950625
"12579",1954,6,9,25.0499994400889
"12580",1954,6,10,27.2099993918091
"12581",1954,6,11,21.8899995107204
"12582",1954,6,12,19.0199995748699
"12583",1954,6,13,24.659999448806
"12584",1954,6,14,26.9699993971735
"12585",1954,6,15,19.6999995596707
"12586",1954,6,16,22.7499994914979
"12587",1954,6,17,23.6699994709343
"12588",1954,6,18,24.949999442324
"12589",1954,6,19,28.1299993712455
"12590",1954,6,20,29.9799993298948
"12591",1954,6,21,31.269999301061
"12592",1954,6,22,31.269999301061
"12593",1954,6,23,25.3599994331598
"12594",1954,6,24,23.9199994653463
"12595",1954,6,25,26.2899994123727
"12596",1954,6,26,28.6899993587285
"12597",1954,6,27,31.0699993055314
"12598",1954,6,28,20.079999551177
"12599",1954,6,29,24.1599994599819
"12600",1954,6,30,22.939999487251
"12601",1954,7,1,24.5999994501472
"12602",1954,7,2,23.1899994816631
"12603",1954,7,3,18.5599995851517
"12604",1954,7,4,23.7599994689226
"12605",1954,7,5,26.1399994157255
"12606",1954,7,6,23.5699994731694
"12607",1954,7,7,24.4699994530529
"12608",1954,7,8,27.7899993788451
"12609",1954,7,9,26.3499994110316
"12610",1954,7,10,21.8299995120615
"12611",1954,7,11,22.2099995035678
"12612",1954,7,12,22.109999505803
"12613",1954,7,13,20.7699995357543
"12614",1954,7,14,17.9199995994568
"12615",1954,7,15,20.7899995353073
"12616",1954,7,16,18.399999588728
"12617",1954,7,17,19.8399995565414
"12618",1954,7,18,21.8099995125085
"12619",1954,7,19,20.7999995350838
"12620",1954,7,20,19.9899995531887
"12621",1954,7,21,20.929999532178
"12622",1954,7,22,21.8899995107204
"12623",1954,7,23,21.6199995167553
"12624",1954,7,24,20.3999995440245
"12625",1954,7,25,21.1199995279312
"12626",1954,7,26,21.8999995104969
"12627",1954,7,27,22.8299994897097
"12628",1954,7,28,24.8399994447827
"12629",1954,7,29,23.0399994850159
"12630",1954,7,30,20.3499995451421
"12631",1954,7,31,20.2799995467067
"12632",1954,8,1,20.9199995324016
"12633",1954,8,2,23.2099994812161
"12634",1954,8,3,29.1099993493408
"12635",1954,8,4,30.5599993169308
"12636",1954,8,5,28.8399993553758
"12637",1954,8,6,27.4799993857741
"12638",1954,8,7,30.2599993236363
"12639",1954,8,8,24.099999461323
"12640",1954,8,9,26.5699994061142
"12641",1954,8,10,26.709999402985
"12642",1954,8,11,20.389999544248
"12643",1954,8,12,19.9599995538592
"12644",1954,8,13,24.409999454394
"12645",1954,8,14,29.3899993430823
"12646",1954,8,15,32.3399992771447
"12647",1954,8,16,21.4099995214492
"12648",1954,8,17,18.939999576658
"12649",1954,8,18,19.0499995741993
"12650",1954,8,19,21.0099995303899
"12651",1954,8,20,23.3099994789809
"12652",1954,8,21,22.4899994973093
"12653",1954,8,22,22.1499995049089
"12654",1954,8,23,21.3599995225668
"12655",1954,8,24,22.7099994923919
"12656",1954,8,25,23.3199994787574
"12657",1954,8,26,23.519999474287
"12658",1954,8,27,24.659999448806
"12659",1954,8,28,21.8899995107204
"12660",1954,8,29,21.4599995203316
"12661",1954,8,30,18.8299995791167
"12662",1954,8,31,17.4099996108562
"12663",1954,9,1,18.4699995871633
"12664",1954,9,2,25.3799994327128
"12665",1954,9,3,27.7399993799627
"12666",1954,9,4,30.0299993287772
"12667",1954,9,5,30.6299993153661
"12668",1954,9,6,28.4699993636459
"12669",1954,9,7,24.389999454841
"12670",1954,9,8,22.3099995013326
"12671",1954,9,9,24.0599994622171
"12672",1954,9,10,26.1999994143844
"12673",1954,9,11,26.7199994027615
"12674",1954,9,12,22.689999492839
"12675",1954,9,13,20.2699995469302
"12676",1954,9,14,23.3299994785339
"12677",1954,9,15,18.669999582693
"12678",1954,9,16,21.1999995261431
"12679",1954,9,17,19.809999557212
"12680",1954,9,18,17.9599995985627
"12681",1954,9,19,18.3699995893985
"12682",1954,9,20,22.6399994939566
"12683",1954,9,21,16.6999996267259
"12684",1954,9,22,16.2199996374547
"12685",1954,9,23,14.2199996821582
"12686",1954,9,24,15.1199996620417
"12687",1954,9,25,20.079999551177
"12688",1954,9,26,14.7399996705353
"12689",1954,9,27,14.8299996685237
"12690",1954,9,28,12.4899997208267
"12691",1954,9,29,12.3599997237325
"12692",1954,9,30,9.79999978095293
"12693",1954,10,1,9.62999978475273
"12694",1954,10,2,11.2199997492135
"12695",1954,10,3,12.8399997130036
"12696",1954,10,4,13.7299996931106
"12697",1954,10,5,11.6599997393787
"12698",1954,10,6,9.93999977782369
"12699",1954,10,7,9.73999978229403
"12700",1954,10,8,8.50999980978668
"12701",1954,10,9,11.9199997335672
"12702",1954,10,10,12.909999711439
"12703",1954,10,11,10.029999775812
"12704",1954,10,12,10.6599997617304
"12705",1954,10,13,16.2099996376783
"12706",1954,10,14,17.3999996110797
"12707",1954,10,15,16.909999622032
"12708",1954,10,16,17.8299996014684
"12709",1954,10,17,17.5999996066093
"12710",1954,10,18,18.9499995764345
"12711",1954,10,19,19.9999995529652
"12712",1954,10,20,17.9399995990098
"12713",1954,10,21,15.5999996513128
"12714",1954,10,22,14.8499996680766
"12715",1954,10,23,14.3999996781349
"12716",1954,10,24,18.5699995849282
"12717",1954,10,25,19.6199995614588
"12718",1954,10,26,12.6299997176975
"12719",1954,10,27,9.05999979749322
"12720",1954,10,28,10.0899997744709
"12721",1954,10,29,7.73999982699752
"12722",1954,10,30,13.5799996964633
"12723",1954,10,31,12.5899997185916
"12724",1954,11,1,12.2999997250736
"12725",1954,11,2,11.2399997487664
"12726",1954,11,3,9.66999978385866
"12727",1954,11,4,7.99999982118607
"12728",1954,11,5,5.39999987930059
"12729",1954,11,6,11.0899997521192
"12730",1954,11,7,13.199999704957
"12731",1954,11,8,14.3199996799231
"12732",1954,11,9,9.66999978385866
"12733",1954,11,10,9.26999979279935
"12734",1954,11,11,8.38999981246889
"12735",1954,11,12,10.2599997706711
"12736",1954,11,13,10.7799997590482
"12737",1954,11,14,7.30999983660877
"12738",1954,11,15,5.40999987907708
"12739",1954,11,16,4.72999989427626
"12740",1954,11,17,2.59999994188547
"12741",1954,11,18,-1.12999997474253
"12742",1954,11,19,-1.57999996468425
"12743",1954,11,20,-1.33999997004867
"12744",1954,11,21,-2.30999994836748
"12745",1954,11,22,-2.67999994009733
"12746",1954,11,23,-2.85999993607402
"12747",1954,11,24,0.439999990165234
"12748",1954,11,25,1.9499999564141
"12749",1954,11,26,1.84999995864928
"12750",1954,11,27,-0.429999990388751
"12751",1954,11,28,4.13999990746379
"12752",1954,11,29,4.26999990455806
"12753",1954,11,30,2.58999994210899
"12754",1954,12,1,6.39999985694885
"12755",1954,12,2,6.53999985381961
"12756",1954,12,3,6.60999985225499
"12757",1954,12,4,8.31999981403351
"12758",1954,12,5,7.33999983593822
"12759",1954,12,6,5.36999987997115
"12760",1954,12,7,0.639999985694885
"12761",1954,12,8,0.509999988600612
"12762",1954,12,9,0.749999983236194
"12763",1954,12,10,6.55999985337257
"12764",1954,12,11,8.41999981179833
"12765",1954,12,12,6.96999984420836
"12766",1954,12,13,6.96999984420836
"12767",1954,12,14,5.76999987103045
"12768",1954,12,15,6.12999986298382
"12769",1954,12,16,5.48999987728894
"12770",1954,12,17,2.82999993674457
"12771",1954,12,18,2.54999994300306
"12772",1954,12,19,3.66999991796911
"12773",1954,12,20,6.64999985136092
"12774",1954,12,21,6.90999984554946
"12775",1954,12,22,4.74999989382923
"12776",1954,12,23,3.9599999114871
"12777",1954,12,24,2.2399999499321
"12778",1954,12,25,1.38999996893108
"12779",1954,12,26,1.0899999756366
"12780",1954,12,27,5.35999988019466
"12781",1954,12,28,7.00999984331429
"12782",1954,12,29,7.5799998305738
"12783",1954,12,30,2.55999994277954
"12784",1954,12,31,-1.7799999602139
"12785",1955,1,1,-1.30999997071922
"12786",1955,1,2,-1.43999996781349
"12787",1955,1,3,-1.55999996513128
"12788",1955,1,4,-4.9399998895824
"12789",1955,1,5,-5.17999988421798
"12790",1955,1,6,-4.06999990902841
"12791",1955,1,7,-4.27999990433455
"12792",1955,1,8,-4.30999990366399
"12793",1955,1,9,-5.25999988242984
"12794",1955,1,10,-3.23999992758036
"12795",1955,1,11,3.74999991618097
"12796",1955,1,12,2.9299999345094
"12797",1955,1,13,0.649999985471368
"12798",1955,1,14,-0.369999991729856
"12799",1955,1,15,-1.00999997742474
"12800",1955,1,16,2.08999995328486
"12801",1955,1,17,5.54999987594783
"12802",1955,1,18,-0.669999985024333
"12803",1955,1,19,0.949999978765845
"12804",1955,1,20,0.639999985694885
"12805",1955,1,21,-2.77999993786216
"12806",1955,1,22,-3.74999991618097
"12807",1955,1,23,-5.86999986879528
"12808",1955,1,24,-3.21999992802739
"12809",1955,1,25,2.96999993361533
"12810",1955,1,26,1.78999995999038
"12811",1955,1,27,0.939999978989363
"12812",1955,1,28,1.67999996244907
"12813",1955,1,29,2.50999994389713
"12814",1955,1,30,4.52999989874661
"12815",1955,1,31,5.18999988399446
"12816",1955,2,1,5.63999987393618
"12817",1955,2,2,6.52999985404313
"12818",1955,2,3,6.94999984465539
"12819",1955,2,4,3.52999992109835
"12820",1955,2,5,6.29999985918403
"12821",1955,2,6,3.63999991863966
"12822",1955,2,7,2.62999994121492
"12823",1955,2,8,2.88999993540347
"12824",1955,2,9,3.74999991618097
"12825",1955,2,10,2.36999994702637
"12826",1955,2,11,1.35999996960163
"12827",1955,2,12,0.679999984800816
"12828",1955,2,13,0.519999988377094
"12829",1955,2,14,-2.24999994970858
"12830",1955,2,15,-3.60999991931021
"12831",1955,2,16,-3.89999991282821
"12832",1955,2,17,0.88999998010695
"12833",1955,2,18,1.33999997004867
"12834",1955,2,19,0.0799999982118607
"12835",1955,2,20,-3.06999993138015
"12836",1955,2,21,-4.98999988846481
"12837",1955,2,22,-2.61999994143844
"12838",1955,2,23,-1.15999997407198
"12839",1955,2,24,-0.92999997921288
"12840",1955,2,25,-2.56999994255602
"12841",1955,2,26,-1.33999997004867
"12842",1955,2,27,-1.6099999640137
"12843",1955,2,28,-1.98999995552003
"12844",1955,3,1,-3.14999992959201
"12845",1955,3,2,-1.82999995909631
"12846",1955,3,3,-1.00999997742474
"12847",1955,3,4,-1.16999997384846
"12848",1955,3,5,2.1799999512732
"12849",1955,3,6,2.21999995037913
"12850",1955,3,7,0.96999997831881
"12851",1955,3,8,2.26999994926155
"12852",1955,3,9,1.64999996311963
"12853",1955,3,10,-0.979999978095293
"12854",1955,3,11,-3.50999992154539
"12855",1955,3,12,-1.80999995954335
"12856",1955,3,13,0.96999997831881
"12857",1955,3,14,1.56999996490777
"12858",1955,3,15,2.53999994322658
"12859",1955,3,16,3.0999999307096
"12860",1955,3,17,1.33999997004867
"12861",1955,3,18,1.40999996848404
"12862",1955,3,19,-0.199999995529652
"12863",1955,3,20,-1.68999996222556
"12864",1955,3,21,1.52999996580184
"12865",1955,3,22,7.8099998254329
"12866",1955,3,23,7.92999982275069
"12867",1955,3,24,11.8999997340143
"12868",1955,3,25,9.48999978788197
"12869",1955,3,26,14.1399996839464
"12870",1955,3,27,14.5399996750057
"12871",1955,3,28,10.4399997666478
"12872",1955,3,29,3.90999991260469
"12873",1955,3,30,0.589999986812472
"12874",1955,3,31,6.51999985426664
"12875",1955,4,1,4.68999989517033
"12876",1955,4,2,6.07999986410141
"12877",1955,4,3,7.9799998216331
"12878",1955,4,4,10.7599997594953
"12879",1955,4,5,8.28999981470406
"12880",1955,4,6,8.76999980397522
"12881",1955,4,7,12.5099997203797
"12882",1955,4,8,10.7999997586012
"12883",1955,4,9,5.40999987907708
"12884",1955,4,10,4.98999988846481
"12885",1955,4,11,9.37999979034066
"12886",1955,4,12,12.2199997268617
"12887",1955,4,13,8.2099998164922
"12888",1955,4,14,7.87999982386827
"12889",1955,4,15,6.87999984622002
"12890",1955,4,16,11.6899997387081
"12891",1955,4,17,8.8999998010695
"12892",1955,4,18,2.27999994903803
"12893",1955,4,19,2.71999993920326
"12894",1955,4,20,4.96999988891184
"12895",1955,4,21,7.86999982409179
"12896",1955,4,22,6.85999984666705
"12897",1955,4,23,7.52999983169138
"12898",1955,4,24,11.3199997469783
"12899",1955,4,25,4.69999989494681
"12900",1955,4,26,8.41999981179833
"12901",1955,4,27,14.4099996779114
"12902",1955,4,28,19.0499995741993
"12903",1955,4,29,22.9499994870275
"12904",1955,4,30,25.7599994242191
"12905",1955,5,1,25.5599994286895
"12906",1955,5,2,26.0899994168431
"12907",1955,5,3,19.0099995750934
"12908",1955,5,4,19.0799995735288
"12909",1955,5,5,15.7399996481836
"12910",1955,5,6,18.0299995969981
"12911",1955,5,7,18.5799995847046
"12912",1955,5,8,12.6699997168034
"12913",1955,5,9,20.3999995440245
"12914",1955,5,10,23.0199994854629
"12915",1955,5,11,15.8999996446073
"12916",1955,5,12,13.7899996917695
"12917",1955,5,13,17.9299995992333
"12918",1955,5,14,24.2699994575232
"12919",1955,5,15,18.1499995943159
"12920",1955,5,16,12.5199997201562
"12921",1955,5,17,17.2699996139854
"12922",1955,5,18,23.1899994816631
"12923",1955,5,19,13.8199996910989
"12924",1955,5,20,11.6399997398257
"12925",1955,5,21,11.9299997333437
"12926",1955,5,22,10.899999756366
"12927",1955,5,23,11.5499997418374
"12928",1955,5,24,12.5499997194856
"12929",1955,5,25,16.5299996305257
"12930",1955,5,26,12.4299997221678
"12931",1955,5,27,14.4899996761233
"12932",1955,5,28,13.6599996946752
"12933",1955,5,29,16.5599996298552
"12934",1955,5,30,10.3099997695535
"12935",1955,5,31,15.0899996627122
"12936",1955,6,1,15.5099996533245
"12937",1955,6,2,15.6599996499717
"12938",1955,6,3,20.2599995471537
"12939",1955,6,4,20.3599995449185
"12940",1955,6,5,22.7099994923919
"12941",1955,6,6,24.7099994476885
"12942",1955,6,7,24.6699994485825
"12943",1955,6,8,24.9399994425476
"12944",1955,6,9,16.4999996311963
"12945",1955,6,10,25.7699994239956
"12946",1955,6,11,17.3199996128678
"12947",1955,6,12,14.9999996647239
"12948",1955,6,13,16.1599996387959
"12949",1955,6,14,17.5499996077269
"12950",1955,6,15,18.959999576211
"12951",1955,6,16,18.8299995791167
"12952",1955,6,17,17.0899996180087
"12953",1955,6,18,16.9699996206909
"12954",1955,6,19,21.6499995160848
"12955",1955,6,20,25.259999435395
"12956",1955,6,21,25.7699994239956
"12957",1955,6,22,23.7399994693696
"12958",1955,6,23,23.9199994653463
"12959",1955,6,24,26.0499994177371
"12960",1955,6,25,28.119999371469
"12961",1955,6,26,28.8899993542582
"12962",1955,6,27,23.3399994783103
"12963",1955,6,28,20.0599995516241
"12964",1955,6,29,23.3899994771928
"12965",1955,6,30,24.2299994584173
"12966",1955,7,1,21.7199995145202
"12967",1955,7,2,23.9499994646758
"12968",1955,7,3,23.9499994646758
"12969",1955,7,4,20.7099995370954
"12970",1955,7,5,21.3399995230138
"12971",1955,7,6,21.1399995274842
"12972",1955,7,7,21.5399995185435
"12973",1955,7,8,25.7699994239956
"12974",1955,7,9,24.3599994555116
"12975",1955,7,10,24.4299994539469
"12976",1955,7,11,26.6199994049966
"12977",1955,7,12,24.6699994485825
"12978",1955,7,13,25.9799994193017
"12979",1955,7,14,28.1499993707985
"12980",1955,7,15,29.4499993417412
"12981",1955,7,16,28.0299993734807
"12982",1955,7,17,25.2699994351715
"12983",1955,7,18,27.8599993772805
"12984",1955,7,19,25.9499994199723
"12985",1955,7,20,24.2499994579703
"12986",1955,7,21,25.6199994273484
"12987",1955,7,22,27.869999377057
"12988",1955,7,23,24.0799994617701
"12989",1955,7,24,23.5999994724989
"12990",1955,7,25,20.09999955073
"12991",1955,7,26,16.7499996256083
"12992",1955,7,27,21.5699995178729
"12993",1955,7,28,23.7799994684756
"12994",1955,7,29,23.8999994657934
"12995",1955,7,30,24.1299994606525
"12996",1955,7,31,26.109999416396
"12997",1955,8,1,25.4199994318187
"12998",1955,8,2,26.3199994117022
"12999",1955,8,3,23.7799994684756
"13000",1955,8,4,23.249999480322
"13001",1955,8,5,22.1599995046854
"13002",1955,8,6,23.6799994707108
"13003",1955,8,7,21.839999511838
"13004",1955,8,8,24.5899994503707
"13005",1955,8,9,24.6699994485825
"13006",1955,8,10,25.1499994378537
"13007",1955,8,11,25.6099994275719
"13008",1955,8,12,23.9399994648993
"13009",1955,8,13,25.1699994374067
"13010",1955,8,14,26.1699994150549
"13011",1955,8,15,26.3899994101375
"13012",1955,8,16,25.7299994248897
"13013",1955,8,17,25.8799994215369
"13014",1955,8,18,26.6199994049966
"13015",1955,8,19,28.6299993600696
"13016",1955,8,20,29.1399993486702
"13017",1955,8,21,27.869999377057
"13018",1955,8,22,28.5399993620813
"13019",1955,8,23,26.8099994007498
"13020",1955,8,24,20.6999995373189
"13021",1955,8,25,24.949999442324
"13022",1955,8,26,26.6999994032085
"13023",1955,8,27,26.9199993982911
"13024",1955,8,28,27.3699993882328
"13025",1955,8,29,25.6499994266778
"13026",1955,8,30,21.2899995241314
"13027",1955,8,31,23.4799994751811
"13028",1955,9,1,22.5399994961917
"13029",1955,9,2,21.4399995207787
"13030",1955,9,3,26.7899994011968
"13031",1955,9,4,22.6999994926155
"13032",1955,9,5,22.9199994876981
"13033",1955,9,6,25.3599994331598
"13034",1955,9,7,27.4699993859977
"13035",1955,9,8,27.4599993862212
"13036",1955,9,9,28.42999936454
"13037",1955,9,10,27.6699993815273
"13038",1955,9,11,28.5299993623048
"13039",1955,9,12,24.6899994481355
"13040",1955,9,13,27.289999390021
"13041",1955,9,14,17.7699996028095
"13042",1955,9,15,21.1399995274842
"13043",1955,9,16,17.0599996186793
"13044",1955,9,17,14.919999666512
"13045",1955,9,18,18.089999595657
"13046",1955,9,19,14.8799996674061
"13047",1955,9,20,16.8299996238202
"13048",1955,9,21,18.8499995786697
"13049",1955,9,22,17.7699996028095
"13050",1955,9,23,15.6099996510893
"13051",1955,9,24,16.929999621585
"13052",1955,9,25,17.9699995983392
"13053",1955,9,26,19.7199995592237
"13054",1955,9,27,16.2899996358901
"13055",1955,9,28,11.5599997416139
"13056",1955,9,29,13.8299996908754
"13057",1955,9,30,16.4599996320903
"13058",1955,10,1,16.4299996327609
"13059",1955,10,2,14.6399996727705
"13060",1955,10,3,16.8099996242672
"13061",1955,10,4,19.0699995737523
"13062",1955,10,5,18.7599995806813
"13063",1955,10,6,16.5299996305257
"13064",1955,10,7,18.379999589175
"13065",1955,10,8,11.8599997349083
"13066",1955,10,9,12.6899997163564
"13067",1955,10,10,20.7599995359778
"13068",1955,10,11,20.3499995451421
"13069",1955,10,12,17.5399996079504
"13070",1955,10,13,13.5499996971339
"13071",1955,10,14,12.059999730438
"13072",1955,10,15,17.0299996193498
"13073",1955,10,16,13.2999997027218
"13074",1955,10,17,10.6399997621775
"13075",1955,10,18,10.5099997650832
"13076",1955,10,19,8.77999980375171
"13077",1955,10,20,11.5399997420609
"13078",1955,10,21,13.6399996951222
"13079",1955,10,22,18.7399995811284
"13080",1955,10,23,14.8499996680766
"13081",1955,10,24,14.6599996723235
"13082",1955,10,25,8.68999980576336
"13083",1955,10,26,10.339999768883
"13084",1955,10,27,8.3799998126924
"13085",1955,10,28,6.81999984756112
"13086",1955,10,29,6.49999985471368
"13087",1955,10,30,7.18999983929098
"13088",1955,10,31,6.029999865219
"13089",1955,11,1,5.70999987237155
"13090",1955,11,2,4.29999990388751
"13091",1955,11,3,4.59999989718199
"13092",1955,11,4,8.08999981917441
"13093",1955,11,5,7.43999983370304
"13094",1955,11,6,10.7599997594953
"13095",1955,11,7,10.7199997603893
"13096",1955,11,8,10.9699997548014
"13097",1955,11,9,11.0199997536838
"13098",1955,11,10,10.1399997733533
"13099",1955,11,11,9.42999978922307
"13100",1955,11,12,8.28999981470406
"13101",1955,11,13,10.5299997646362
"13102",1955,11,14,7.53999983146787
"13103",1955,11,15,4.38999990187585
"13104",1955,11,16,4.26999990455806
"13105",1955,11,17,3.29999992623925
"13106",1955,11,18,4.54999989829957
"13107",1955,11,19,3.0399999320507
"13108",1955,11,20,3.54999992065132
"13109",1955,11,21,4.57999989762902
"13110",1955,11,22,3.86999991349876
"13111",1955,11,23,5.69999987259507
"13112",1955,11,24,2.66999994032085
"13113",1955,11,25,1.02999997697771
"13114",1955,11,26,0.429999990388751
"13115",1955,11,27,5.68999987281859
"13116",1955,11,28,6.44999985583127
"13117",1955,11,29,2.22999995015562
"13118",1955,11,30,-0.339999992400408
"13119",1955,12,1,3.00999993272126
"13120",1955,12,2,3.76999991573393
"13121",1955,12,3,4.73999989405274
"13122",1955,12,4,6.51999985426664
"13123",1955,12,5,4.61999989673495
"13124",1955,12,6,7.32999983616173
"13125",1955,12,7,8.35999981313944
"13126",1955,12,8,8.25999981537461
"13127",1955,12,9,1.58999996446073
"13128",1955,12,10,1.23999997228384
"13129",1955,12,11,4.65999989584088
"13130",1955,12,12,-1.30999997071922
"13131",1955,12,13,-2.78999993763864
"13132",1955,12,14,-3.05999993160367
"13133",1955,12,15,1.36999996937811
"13134",1955,12,16,1.85999995842576
"13135",1955,12,17,3.01999993249774
"13136",1955,12,18,3.62999991886318
"13137",1955,12,19,1.1499999742955
"13138",1955,12,20,0.539999987930059
"13139",1955,12,21,-0.469999989494681
"13140",1955,12,22,2.52999994345009
"13141",1955,12,23,-1.03999997675419
"13142",1955,12,24,2.72999993897974
"13143",1955,12,25,3.44999992288649
"13144",1955,12,26,2.44999994523823
"13145",1955,12,27,3.51999992132187
"13146",1955,12,28,4.82999989204109
"13147",1955,12,29,7.71999982744455
"13148",1955,12,30,4.95999988913536
"13149",1955,12,31,1.63999996334314
"13150",1956,1,1,1.3199999704957
"13151",1956,1,2,1.09999997541308
"13152",1956,1,3,0.149999996647239
"13153",1956,1,4,0.389999991282821
"13154",1956,1,5,2.07999995350838
"13155",1956,1,6,1.26999997161329
"13156",1956,1,7,-1.26999997161329
"13157",1956,1,8,2.61999994143844
"13158",1956,1,9,-1.9499999564141
"13159",1956,1,10,0.649999985471368
"13160",1956,1,11,2.4699999447912
"13161",1956,1,12,3.66999991796911
"13162",1956,1,13,6.08999986387789
"13163",1956,1,14,3.33999992534518
"13164",1956,1,15,3.52999992109835
"13165",1956,1,16,4.6499998960644
"13166",1956,1,17,4.6499998960644
"13167",1956,1,18,3.35999992489815
"13168",1956,1,19,4.15999990701675
"13169",1956,1,20,1.97999995574355
"13170",1956,1,21,6.50999985449016
